subclass,Zdhhc1,Zdhhc2,Zdhhc3,Zdhhc4,Zdhhc5,Zdhhc6,Zdhhc7,Zdhhc8,Zdhhc9,Zdhhc11,Zdhhc12,Zdhhc13,Zdhhc14,Zdhhc15,Zdhhc16,Zdhhc17,Zdhhc18,Zdhhc19,Zdhhc20,Zdhhc21,Zdhhc22,Zdhhc23,Zdhhc24,Zdhhc25,Abhd4,Abhd6,Abhd10,Abhd11,Abhd12,Abhd13,Abhd16a,Abhd17a,Abhd17b,Abhd17c,Golga7,Golga7b,Lypla1,Lypla2,Ppt1,Selenok
081 ACB-BST-FS D1 Gaba,3.2941460375181975,6.488640321081903,3.4774382893175018,1.530476824373137,2.452816391720001,3.242948186345496,1.8482131589448088,3.1028107942972643,1.8265233781139925,0.004474970763427202,0.25498304658581594,2.1566622218710885,6.825808435756567,1.9597279060355441,1.0506461316321094,5.8797806246311906,2.3626064492104875,0.08576890162505438,6.534731194025564,5.137930205399292,2.219843192183815,1.4903023062835095,1.5386679951280486,0.0,0.6929963539781528,4.707845821026631,2.251315235987501,1.483341200174723,6.128421293283654,1.534466847582155,2.1064017469705973,3.734373035493376,4.76522295006498,1.9467809304399781,3.0462220768741126,3.06082646409497,2.1794269437873206,2.568129860365755,4.845573596038152,6.002815386926243
082 CEA-BST Ebf1 Pdyn Gaba,3.3732344049797676,7.172355911260465,3.7446250401870027,1.5986872509973964,2.6448179390826563,3.3203381836709545,2.1442896429347003,3.490130207872455,2.035738060008508,0.01852299261608407,0.36600016678093467,2.049883767915491,6.901727276334673,2.0276790063749397,1.1396353230289595,5.965053065517688,2.5840245518046743,0.08287108789849314,6.660553975075229,5.120228501978569,3.81565005443269,2.318958367543519,1.8134337468009873,0.0,0.6873338305697898,4.392322758225266,2.2504416294110783,1.6743976895951946,6.467650369205543,1.8724028483697392,2.25040311410265,4.262730887965649,4.694493638776756,2.1703582081318116,3.127554530632598,3.488166741855721,2.057227472875742,2.780213951339919,4.736809389889642,6.046732980756275
083 CEA-BST Rai14 Pdyn Crh Gaba,3.2777078033587252,5.834723661580217,3.81567771194178,1.1639608838142605,2.395036531150888,3.030340427433679,1.875292682647705,3.5773109077313623,2.149590482624299,0.0,0.274570075743789,2.523290695400413,7.382103169292485,1.1012275367701818,1.0031458167854799,6.168507268013211,2.6222898492025672,0.054053504313897646,6.580102469068055,5.644511634494187,2.5201229467304476,1.244849999016578,1.7086383688340494,0.0,0.6163096664148733,4.677502852623616,1.9671688372935723,1.021492531540197,5.832658247991439,2.00135378881332,2.4269245204575567,4.415664573109478,4.424223597990263,2.3318582036079616,3.0957107749553994,3.459526152129567,1.7649894473749563,2.5334949283424866,4.505933888461612,6.402370200025926
084 BST-SI-AAA Six3 Slc22a3 Gaba,3.1478462987402134,6.612270966656472,3.8138288256185633,1.1773961821195695,2.687190139968858,3.11568870606418,1.5977244799958408,3.3158138916242312,1.698491052886127,0.011071335749152422,0.15837322171352036,1.837072657122032,5.446035498031999,1.2571773854470851,1.0848506915978846,5.9875049418393615,2.0546433688759693,0.08836701409951779,6.563344635560541,5.36035330603271,4.535455069502084,0.8652914821160759,1.4578823069233307,0.0,0.5807325795721764,3.8218672446000324,2.1017215085892955,1.8224156518279122,6.159978824516304,1.7273196343924009,2.292420114093947,3.2833513877075253,4.69680329263487,1.7262071624550426,3.0479989441435094,3.9662591764632484,2.3639995759576142,2.5717320192048367,4.864474845353165,5.909905368128416
085 SI-MPO-LPO Lhx8 Gaba,3.4044570889673356,6.4379187011798376,4.122436240958265,1.3732923789174318,3.066529397210669,3.2926609319065263,1.8807564738597706,3.978434129375752,2.0678529875410523,0.011986065335569692,0.2763607288979568,2.112702607644026,5.329198475505129,1.6036682045960737,1.174541882475936,5.982680062812382,2.3914098867691895,0.11473807318443513,6.79551806955526,5.5746451562870325,3.0842225793142557,1.1855286573122843,1.7680502037400825,0.0,0.8891388730288813,3.9825938164673573,2.3771737446003294,1.8832054616613305,6.24336480231727,1.9873049028265486,2.8080382078363475,3.7366797334796833,4.7424836505132895,2.0713251931004426,3.474766242414539,4.147678625540517,2.940950934348782,2.924416887571047,5.184555324179662,6.152733354756934
086 MPO-ADP Lhx8 Gaba,3.133166736178249,5.862778182789457,3.829627854428929,1.134832461611379,3.053763468328526,3.3099476410161026,1.6480534742888304,3.191816646447651,1.840414771564108,0.015802436680484526,0.12368964060866613,2.009254228505638,3.90752819922564,1.2189990461493034,1.0280597127848763,5.931387337424261,2.3128857754821106,0.09639077877597488,6.768247949017631,5.450577265363011,1.7055311523694052,0.688251765658132,1.3015118238924024,0.0,0.7076963844826166,3.4746252908240898,2.3955920607304937,1.8161319786305423,6.1893568617329775,1.8205001986055398,2.5691789952729396,3.289908696213563,4.279443523232893,1.899355639258416,3.395261168575363,3.642365963006611,2.7635445556610083,2.508291363048019,5.0433085951640955,6.173762680340806
087 MPN-MPO-LPO Lhx6 Zfhx3 Gaba,3.4291612037223302,6.262858566101925,3.094025281856767,1.142670964593514,2.320855381161311,3.301594961694162,1.5775184196277257,3.1483533383997844,1.5476349501239597,0.02175654460043803,0.1705643676651497,1.8951306979072433,5.568362635022058,1.461013357925668,1.0835278765128478,5.786716392836036,2.2855302197456995,0.09992249437571363,6.6564307374201155,5.1630680967658735,2.8001488383115327,0.6604385743017772,1.2828606301455128,0.0,0.6519131236465545,3.866240890277642,1.96612763294101,1.8603219297759646,5.869131234756905,1.5249301373128,2.5620640664205063,3.3137100526016123,4.366800303164902,1.928182906952613,3.105511733689843,3.770249070912382,2.3295062162580282,2.3209433389485237,4.675037443835607,6.003266416168719
088 BST Tac2 Gaba,2.935473829265174,6.076311872413122,3.583083908439653,1.3614861317513873,2.4649723345575114,3.177245889391218,1.8230926496377262,3.5607051162875023,1.741452101334036,0.008802127344002996,0.2309685494615624,2.506730702256909,4.424798779625261,1.6197512677472932,1.0365873694331622,5.589373870570072,2.1248994743621057,0.1299060319283554,6.793428364901256,5.232058135603729,3.362613625035826,1.1622151377287553,1.8483316651280062,0.0,0.5518919505691811,3.935367689584468,1.9896607960179327,1.8352753872521976,6.345064599808722,1.5077028811022055,2.431401387573965,3.9267123740836483,4.5842392418139255,1.954259304008512,3.1643310099685746,4.442776769995248,2.446800645063049,2.7087538554701958,4.879038179300168,5.851774295465228
089 PVR Six3 Sox3 Gaba,3.465501991745121,6.001524426974589,2.8739679799223885,1.0377896081368942,2.28084751885521,3.1333355759634234,1.380333143129056,2.8997925524405774,1.4166150810654872,0.016052421739281696,0.1630578154127646,1.8702657686256845,4.023426549643509,1.0683426929585262,0.9029956786210679,5.625209911047505,1.815934490497076,0.22253867780772535,6.419540750376447,5.150948891593299,1.1311170300968514,0.8344906675330653,1.1645614762302643,0.0,0.8104535900865197,3.5186396814921803,1.8848823653750209,1.4601193525144398,5.2814709076954,1.2985889331521552,2.5285624969859417,2.8578808890157785,4.321278592074694,1.5431785604916282,2.867008438186512,3.128895540144606,2.2716004575372843,2.096663663772267,4.529388133920813,5.708712551520595
090 BST-MPN Six3 Nrgn Gaba,3.502707513297427,6.400959468971102,2.8351068218056716,1.4152658425541633,2.098603744800072,3.0605631536968407,1.6788365531627858,2.935314836607115,1.4177079232475418,0.004319245468426758,0.2003791214439762,2.0099200282564436,5.05393518007584,1.7800159414591037,0.9870374489399533,5.442391940317187,1.9670444185879319,0.12595155615862746,6.691995425820259,4.9711921071721745,2.5094041070825774,1.9452885792892571,1.2245733897328943,0.0,0.6918079914695829,4.264813281644717,1.7588560070232166,1.3764077269449244,5.400168700230601,1.3181647115003923,2.3563550444248893,3.140050630057389,4.150292858720756,1.7162777572592154,2.886528570936126,3.78567217460225,2.130829392833339,2.2222351576002874,4.667472073658719,5.548633253025465
091 ARH-PVi Six6 Dopa-Gaba,3.816468595817525,7.361925341108794,2.5072764379362904,1.4840146450586216,2.2259107930685884,2.924977453806067,1.6550865458544863,4.0427212824103655,1.159115824327674,0.006305763157465125,0.23713373304695212,1.9044547830858538,5.000309221847083,1.5283178671072888,0.9627689020608061,5.374386439400334,2.6499012407436164,0.3344987150161497,6.899396777153015,5.1259468543914055,3.2323432731372055,1.9527341342100533,1.02215249435876,0.0,0.9544191466223809,3.2821245020435703,1.9937574049477935,2.3082085152467093,5.214862333190057,1.4487221099997079,2.4082695034242447,3.3507339887080656,3.7395611469463637,1.2698377319561538,3.5255398545213925,3.5377926977090937,2.392118723802669,2.4249288664069226,3.885978969194556,5.937652305890155
092 TMv-PMv Tbx3 Hist-Gaba,3.6672525676370364,5.575942396699337,3.2785114179577746,1.693260485386988,2.781716324711404,3.3406540951533623,2.1249735288452682,4.726832061622575,2.2306577855383445,0.028239459043357805,0.28321355295460127,2.802500639742578,4.700030251553184,1.8317619633256343,1.2356891342073852,5.7928829600239355,3.1635519359544007,0.3739720620607075,6.8027010482654235,5.396321803645084,6.022117136235822,0.22564277676810995,1.5137102051785118,0.0,1.1644454395561887,2.852665388096146,2.755931345342893,2.6272951720053688,5.546134365650645,1.6418618149227566,2.784132893601356,3.8407420590607044,4.105615018264592,1.5456807281538758,4.410640257004409,5.424762113470781,3.1784593651866353,3.6765276897720427,5.208997779701188,6.869684187013504
093 RT-ZI Gnb3 Gaba,2.928903157702548,7.546314575852248,3.3834767642193793,0.8668353787574041,2.5501415807848122,2.657508845956886,1.3161413869640273,2.5222328000049705,1.6734719060908603,0.006244417562921767,0.09401405289173626,1.225296313330129,2.609348354516206,1.1006523300150144,1.025123357273939,5.207702233417685,2.138547760269387,0.03564989394686616,5.360810116111147,5.067448957167452,2.2321800600911166,0.23768066935869508,1.0871047297639562,0.0,0.5328986487345706,3.834153620686384,1.527965466854936,1.7732524288127203,5.676584490823756,2.3168641294637817,2.0794279758689242,3.382614920717524,3.878185051109632,1.6553577737943925,3.9850130153266075,3.1556808421441667,3.1314876910457303,2.5038383005552896,4.409124120630263,6.362390727272441
094 SCH Six6 Cdc14a Gaba,3.6603510637316554,4.996727773952152,1.8045178786664335,0.8112672260829381,1.6179125802442171,2.3084740267674957,0.7655884964263951,1.8706005031085042,0.8137838818885723,0.020879608247338272,0.22087607234197212,1.2613994454396034,3.143539552766133,1.125705893557523,0.6361734637261545,4.306024538764555,1.3307985097550625,0.06869298589354193,5.046130024957601,3.9439066592270766,0.3027546121683686,0.41002505432022573,0.6661892211949507,0.0,0.715801432849915,2.485675033653516,1.1177986894888883,0.6599067005684706,3.449625829260247,0.8643124963625245,1.9277769055516047,2.2009236380059822,3.5140229516466874,0.9090398169283807,2.44191460670356,1.6007063361687388,2.1291561421340073,1.7270131730313363,3.3909003861412907,5.3318106046537075
095 DMH Prdm13 Gaba,3.739368940279821,6.924210737869978,2.1752745746231237,1.093640878061099,1.5797721403162295,2.8080018269773444,1.3694016517123362,3.0217458184256882,1.1042248377014818,0.0022239060087453177,0.15592337287545255,1.7811398324210928,4.531034487206528,1.655774986531318,0.794539622081755,5.382252698713988,1.9666994599967713,0.21177322327571507,6.142302190748205,4.407690565598945,2.193074190977548,0.8965347775380574,0.8238587159924564,0.0,0.723034429728169,4.014266948589197,1.7232109427402644,1.0687444555171046,4.332645705012254,1.0430746946726435,2.4557524198123106,2.4575907200117517,3.717846090592867,1.4073502142268164,2.401281594537888,3.2837694335013494,2.2702900450638053,1.7310571154337708,3.962598949979816,5.081818007473529
096 PVHd Gsc Gaba,2.8670664770990357,6.191569006341135,2.463311986026601,1.1654906721196623,1.7119941894824688,3.0359606111151543,1.373360187579424,2.4051792315947704,1.254730935789581,0.0,0.11945533752441406,1.073631341640766,2.891807007993388,1.6067757626884005,0.7876626507848756,4.922973583906125,2.1839246484968395,0.02588013094714564,6.098502825468015,4.71098897803543,3.6468050642910166,0.8235446897327391,0.667773150990152,0.0,0.44383544392055935,4.157352712419298,1.4201545776465,1.2413057037907789,4.849464171972031,1.5348273179469965,1.8986005599682148,3.4287364666278544,3.5327533840114236,1.9014814144525773,2.908850313251854,3.652701669269138,2.186721514432858,2.1078106541918893,4.138008486511361,6.0113453437120485
097 PVHd-SBPV Six3 Prox1 Gaba,3.1035882307769986,5.5208459048257055,2.695500888146629,1.0585708335733366,1.7992322309819755,2.6824010270957532,1.285443782053248,2.391314852979082,1.2945437356020597,0.004590865584257677,0.12245182496774114,1.4524468334382519,4.421643685306048,1.2960740805849036,0.7960608094489351,5.144397634579658,1.7044232467319982,0.06365191769388091,6.070138248545279,4.504617334141783,2.8915028469466035,0.8145920381611921,0.9335609099942628,0.001089324649912466,0.6075713739461042,3.2924363703035766,1.5973082210092648,1.4899224578804702,5.235007559841265,1.1630403594933045,1.93923541423952,2.6623283759038987,3.772412987734464,1.2839630378316444,2.7430449936726484,2.941790798503578,2.100807375121799,2.022192444758966,4.491540823519406,5.315689618166202
098 AHN-SBPV-PVHd Pdrm12 Gaba,2.9802592346252257,4.896161234695181,2.9633447419849914,0.9933187773778303,2.0623139588594572,2.702751790817547,1.2209962262466492,2.3693572159947007,1.2103897180347238,0.006076885844811687,0.07991997405407053,1.3840961615491358,4.205306545682441,1.1115240003347802,0.9138055859414418,5.100236925817627,1.8276378880914896,0.05685909005762291,6.130284544776753,4.715452399582327,2.5426320590453253,0.9131111337733363,1.0316571437794229,0.0,0.6222827656668906,3.023617432287088,1.6410858299623163,1.5567620501620563,5.4260208451229595,1.4693556239819001,2.0779515274630502,2.7889138150188226,3.716044745325436,1.362054439872621,2.924023782984811,3.3165742091577917,2.109664812860753,2.0752354987861747,4.343291329502858,5.391724442506765
099 SBPV-PVa Six6 Satb2 Gaba,3.184154229131505,5.749968052997691,2.2236846860282053,1.1031875096908967,1.7625080836643774,2.7242688940602493,1.377895114329425,2.769246946566311,1.176968186965374,0.005409794515798688,0.20140459001713654,1.6385899266624016,4.3261767644232245,1.1732832192468559,0.836735265599887,5.073195090558459,1.730814893788738,0.156449604976742,6.258347541373199,4.361337170287993,2.948617799631819,0.5903290151069821,0.8850725979511425,0.0,0.656233678807601,3.5741491877099425,1.5810478026576364,1.8540413017843171,4.668047761566765,1.164428072939772,2.3280154646937987,2.5776994596229557,3.6119684392601923,1.407717794897226,2.761546471163023,3.3230084815990604,2.122727362330968,1.8983127624438265,3.857312793456243,5.5078212877210255
100 AHN Onecut3 Gaba,3.0660429827781486,5.2993880410575365,3.0786364810659053,1.1449203597736466,2.2524016390059853,2.9173134870937223,1.3517208751157033,2.6155186087649143,1.1334845036640622,0.0,0.1803403240133081,1.7610186548316087,4.328203551744882,1.0761971053008281,0.895616225878518,5.380301596675123,2.0444752726758892,0.10019237965356667,6.7121286029302905,4.98315842663506,2.6348689934016627,0.6163101557392552,1.1715032177773086,0.0,0.7003197991365016,3.3020802994019967,1.8165825470430026,1.6994334047195452,5.663516113406914,1.3083644281594602,2.2362390976428803,2.8516808903068362,3.893492448785819,1.2605557499487985,2.8692647945876377,3.625433707318492,2.2512043256373264,2.2188525696407435,4.739756715067496,5.44511934592389
101 ZI Pax6 Gaba,2.8308524895538563,5.051687540577005,3.5052059193673992,1.0085499752499365,2.4095804165540344,2.779697416907899,1.3370933336279227,2.61656823754096,1.4600611205748357,0.011269453493090126,0.07931095404207684,1.3834474120759948,4.104000045517429,0.9999035677121705,0.8932168979974457,5.25916018140887,1.9872547576012782,0.04553820663619737,6.2551719982503,4.766318811733258,3.3938302961836455,0.7291881138015489,1.0608535243059432,0.0,0.6542986361380314,3.0490229027967555,1.8873613453701241,1.7331940065410698,5.820321109477762,1.524626515999431,2.171843458226485,3.1641588493178205,3.426881681005432,1.4116007327861737,2.848020376384709,3.215453913506304,2.3464525950311286,2.3704393127216123,4.61852661357065,5.748103372407638
102 DMH-LHA Gsx1 Gaba,3.3118900010612635,6.364556184999946,2.7361143456576635,1.1948678205807306,1.9772709830385804,2.9755644158381056,1.493782871453337,3.282166776138212,1.3919397303282874,0.00798121708011669,0.1593112706684728,1.7848720207747197,4.332491007223627,1.563683653498526,0.8802006537931363,5.228422031427695,2.160021070606164,0.16815970155672144,6.618848193645547,4.538091956932711,2.508203566867705,0.7038794058673786,0.9950621238974637,0.0008934068979707154,0.7212726641628884,3.647362715950029,1.832064074592596,1.616042711449869,5.172079778090719,1.2009973908893472,2.3763389210438057,3.030595158596075,3.8809527059526876,1.4830559674665142,2.745560353726728,3.8618321422598108,2.2425037582523557,2.321289151179018,4.503586337042252,5.636435477203909
103 PVHd-DMH Lhx6 Gaba,2.9752725785230933,5.769175956434452,3.5042875220405914,1.1064553797263474,2.4024650601180704,2.992578383533994,1.390180059572891,3.0830674727831564,1.4671246694802722,0.005081553977179992,0.09832274976510154,1.7925655337097253,3.050616475828142,1.1364174216792002,0.9426472712433843,5.301059329742176,1.9756921797262113,0.07729622765024245,6.434240239945332,5.091772054083685,3.552985886603603,0.9122188014535482,1.0238878873065322,0.004906324955082205,0.7182507346710233,3.309405942776372,1.9076860789284549,1.8027226632684055,5.762839770840993,1.479231973728946,2.319593012498946,2.9428440970335537,3.854521846520351,1.3383188091981746,2.6850926977899636,3.712053677571591,2.4554192788901252,2.3816199407456495,4.886101992939766,5.688751108245708
104 TU-ARH Otp Six6 Gaba,3.4827483799949244,5.561130620623084,3.099585881815011,1.3937241263950788,2.015522414954305,3.18661713287563,1.9576517740517656,3.3293485377795826,1.487644246086816,0.014069966138668786,0.2929200678167383,1.9970026415622328,5.761312764091438,1.712633738450829,0.9389424066603892,5.172285351289122,2.2890698031181724,0.19198100812895216,6.649488561778235,4.616359010000904,3.3058604113613956,1.7102177852137523,1.2002969940337946,0.0,0.7700471462483357,4.342226234240681,1.9970402517161325,1.5571640160428362,5.527325565535842,1.5290266874670229,2.324760853021431,3.5668545098799753,4.128884438984412,1.9925812365702416,2.965418849078921,4.036909529700537,2.005408038773802,2.3581870733432044,4.690210143302154,5.714378447990883
105 TMd-DMH Foxd2 Gaba,3.842430796496102,6.238492283301821,2.129094245796876,1.2829341409004924,1.813704713674029,2.9725569937490954,1.4464815042162178,3.0581171355309986,1.190972356304991,0.00822692384991342,0.25030257159964403,2.0700034293663,4.454855927934056,1.2627728169609722,0.9566717457027927,4.905365499823114,1.904393768612206,0.2969795766589979,6.5810542664698115,4.704339940355097,3.7884728235192178,0.8816073763925352,0.8596577010863623,0.0,0.8647190351266426,3.0588952817369575,1.769880094411844,1.326119943059412,4.589937877611935,1.0931862832408548,2.3692428807139234,3.030710242638155,3.6516543839562816,1.6035698183079516,2.9889530058204454,5.0690082027747305,2.346310313018371,2.216999919286315,4.721454279701795,5.723756587833933
106 PVpo-VMPO-MPN Hmx2 Gaba,3.6287780117996347,6.554737871181216,2.911597224620977,1.39571143209139,2.24977668608744,3.3709450207197276,1.8645505849678121,3.4857642425607867,1.3896603043522386,0.01432650367793919,0.23770215962866484,2.2735332925972163,5.257250286452048,1.4439735452165985,1.0261772249949859,5.682230507128796,2.3782527435497007,0.35707287023403417,6.74370752760381,5.008434500478589,2.817460287715106,0.9922524751532245,1.444744926805493,0.0,0.7389366500663943,4.1487617038803775,2.1106335693952745,1.8302663831574266,5.762404632459741,1.405230081511987,2.660788508839457,3.6662283352210396,4.369861110816978,2.031589034245296,3.097552716402289,4.429837903951613,2.5737416244972966,2.722008874468333,4.609741774126718,5.943765969645733
107 DMH Hmx2 Gaba,3.136440005798257,6.264197218977867,2.8680080716118193,1.2363943358308565,2.2849362323252005,3.089533223932923,1.5305148875752144,3.219237939823363,1.5365969962562385,0.007518655548497686,0.16533572308392408,2.081946951685701,4.932583446264747,1.3951876692193323,1.0047063753251306,5.448997621183042,2.112444847401918,0.17145795440112235,6.781322298799211,4.734060674310007,3.341137861921014,0.7606594328286942,1.094527929859643,0.0,0.6619880298450161,3.5732556299776803,1.9507793003545146,1.7525547348435084,5.5401416897090225,1.3696799829507564,2.4136133420084978,3.167722149263255,4.023193715691252,1.6788455079585733,2.98178582906021,4.293220518393866,2.1989233549225338,2.3170495602985914,4.598960931663567,5.709909744268606
108 ARH-PVp Tbx3 Gaba,3.7127722191069803,6.112229256215697,2.196766434550361,1.3329978073860318,1.8544517701837786,3.283017946937527,1.7623184390966093,3.322397457925897,1.2955712800397854,0.003254034281835272,0.29683111344399754,1.9760671913737198,4.201800425141842,1.6857407824782986,0.8902154085223404,5.121730925996014,2.257799188774752,0.3506577996113063,6.713651778959518,4.229816207420093,3.4446755403495697,0.7972166213191002,0.9315785805333923,0.0,1.0045377999525245,4.078477646023999,2.105745223328972,1.675580075366178,4.565335785201175,1.0926369331120387,2.58236634028283,3.2701082925064773,4.0884955907518075,1.729385324876068,3.01435931453088,4.031602246593507,2.354988768195985,2.3511019865772584,4.537964390589606,5.7541219584913135
109 LGv-ZI Otx2 Gaba,3.041773137711642,4.972025073666786,3.7214794294643587,1.0454564080136097,2.4937229709550883,2.694465307139049,1.41173152012667,2.6648132932116413,1.7054078792270861,0.005989559816802919,0.055299406906782304,1.647643774573566,2.6558925446943467,0.8971923441450034,0.9877440434915048,5.59568015390437,2.0475722295731362,0.03668309466415911,6.0119919650503535,5.168675876546789,2.3868401685420997,0.6795052452626517,1.3251103762297602,0.0,0.673110390406603,3.0665894882023683,1.8756509584757783,1.638823613414058,5.984501104187547,1.7918114807173522,2.0351561364142285,3.249777157450745,3.944994568685342,1.3980399761515983,2.760199647572538,3.4070275979664824,2.3174381842622513,2.372068625537508,4.689406603261044,5.586277477085939
110 BST-po Iigp1 Glut,2.9800396457795175,2.273664200690485,3.499192056348247,1.0290533711833338,2.1715338706970213,2.0075606684530936,1.4320198705119471,2.77840210699266,1.9208471882727838,0.0,0.07440989709669543,1.7558810141778762,5.205421373921056,0.22912237105831024,0.48526379677557174,4.8956322300818655,1.5408874850119314,0.0347657972766507,5.478931648500504,4.704488818876205,1.4597140927468577,0.23714368881717804,0.6977879954922583,0.0,0.6149494355724704,3.60952941525367,1.2503564065502535,1.2433454544313491,5.3825695407006044,1.08990963351342,2.388545928462859,3.837595050565658,3.575666618347168,0.889649397327054,2.067659008887506,6.23447021976594,1.7973997239143618,1.9078657796305996,3.9130421515434017,5.561203215199132
111 TRS-BAC Sln Glut,2.33375894683889,1.5461342801999807,3.127417800414502,0.8134604854200354,2.793365809985341,1.9126509234334157,1.0471702328878432,3.1696100610384788,2.1194608483082886,0.025992324803542452,0.05278399641589703,1.3256125909399548,3.919841640558674,0.4398978119918849,0.8783258992423564,4.998879164307561,2.533730047232342,0.03819793712353986,4.325769289853785,4.987531267817895,0.15679306081391658,0.1261212274656823,1.3151383112423385,0.0,0.4476388447248756,2.178675602828238,1.3860342223041222,1.0010668420711755,4.328861203425294,1.7137500708626343,2.40255239740688,3.9877130861458068,4.173902360638182,1.0445273122196421,3.749568495518798,8.096400397906152,3.306935834325538,2.416412350320736,3.640626719249553,6.770272412691484
112 GPi Tbr1 Cngb3 Gaba-Glut,2.717569177047066,4.732553767121357,4.605247057002524,1.019845659836479,4.171384028766466,3.398217795724454,1.5427589561628259,3.6305473141048266,1.4962081012518509,0.009373142408288043,0.1062910328740659,1.9943622423254925,3.9306033144826475,0.7242842741634534,1.1391063990800276,6.2357126681701,2.6319276737130206,0.28193201033965404,6.014259584053703,6.024139591921931,5.349652740229731,0.37007632566534954,2.033464477891507,0.0,0.9616128387658492,3.921803053565647,2.535524033981821,1.8747628927230835,6.5004340596820995,2.6309242051580677,3.039899339883224,3.739704274094623,4.483250226145206,1.4979664444923402,3.977487454207047,4.757272708415985,3.2758137101712435,3.1569188631099205,5.492125597207442,6.318131044636602
113 MEA-COA-BMA Ccdc42 Glut,3.8129122482791957,6.760978816984543,3.4335331907016116,1.7118650089409302,2.0816635627488433,3.165367844369498,1.9725971233803818,3.625214324062677,1.9090727738889088,0.0050771175574858204,0.1306400134839415,2.1678355423884477,6.330679530126464,2.3189950795552843,1.1524036423492636,5.455845740160776,2.1508735728564066,0.04615547366274237,6.403906519457464,4.92749800893018,4.7343487173658,1.6668664914142017,1.5114651525167493,0.0,0.746652032925893,5.0345239959078745,1.5641352710366836,1.3444616652668449,5.745018313897675,1.41572204937189,2.0403909640363245,4.033768774114404,4.52173935968092,2.077120404397267,2.8146715128223514,4.426634774353518,1.9614593803212343,2.770949462794044,4.833596637727243,5.512177785762062
114 COAa-PAA-MEA Barhl2 Glut,2.978795603790763,5.590387823353871,3.226068593459105,1.2557395939699458,2.075138537353106,2.667746507530835,1.7564949376630914,3.3368875295263645,1.9228900587797821,0.004973334634205604,0.1732586112680559,1.875661688951634,5.533290051495143,1.5545170490918927,1.0894318788810082,4.940081359221623,2.0769658096653245,0.06788616015411389,5.5438430426254826,4.589739002536424,3.3614013280823527,1.3799893515015325,1.4347852952500004,0.0,0.5125015106578067,4.516876391219755,1.4154311333216414,1.5143397013549489,5.954413985460704,1.6402867813772262,2.1072157866786982,4.274665344783372,3.9156572401781418,1.9131735390300504,3.1688591280276035,4.929916061053724,1.91267893230451,2.6341336134189794,4.386351172609025,5.820651670609503
115 MS-SF Bsx Glut,3.340500131362031,6.515751105211644,4.072709993591436,1.1454120318895624,3.3043762114146094,2.9628636889053332,1.8173404316457753,3.8806099795574505,2.038803135818238,0.0,0.18744717617179044,2.139776236864822,5.215077731311071,0.9292800796822677,0.9877083337577224,6.220159815300622,2.425344427927115,0.24315979238521343,6.79352915297027,6.161168744642128,1.233180574566051,1.2700287184727281,1.717487856482979,0.0,0.9172940046020559,3.445739660815568,2.367805485361069,1.5729542773476577,6.134776074980408,1.8016394908242022,2.714152445220627,3.450452899052054,4.957815120642572,1.6849809779928673,3.3170294221162195,3.9155670797794833,2.962864174350383,2.650889645495603,5.144158016224051,6.090073543471713
116 AVPV-MEPO-SFO Tbr1 Glut,4.180323341180465,6.446620723657441,3.1340597201708267,1.566761097001466,2.5099031611065943,3.6545844335006294,1.9181877017405313,4.193128587522688,1.7571047355400546,0.014041813223156244,0.3612301877182613,2.297618407909477,5.448603079816666,1.368278642132681,1.0503503414963975,5.769289160474756,2.5488126411943335,0.39478038392782294,6.952337716242937,5.50867168928106,1.4451557592896633,1.4475917495197606,1.5184091876323957,0.0,1.1367862908335684,3.6052123737130333,2.4129232111431302,2.088346833872018,5.806623376913921,1.4520216897274063,3.033487200694318,3.861298611033488,4.537006112353758,1.5837016012606295,3.0751900036105364,4.850735413059299,2.8217765650696283,2.803602695465088,4.865742601376898,6.152039757007089
117 LHA Barhl2 Glut,3.1002110139652124,4.457596489933418,3.6816324346749356,1.366557254963759,2.4650096717730974,3.0040695046577652,1.4712847970252814,3.17857987936153,1.5337027268200265,0.015915699091376568,0.15250661145193017,1.8881248710075398,3.4387355106437547,1.0399297642153362,0.8919179689052493,5.521534343098486,2.010769470717556,0.11908625047028219,6.567927250258374,4.94377301768123,3.3702771269381815,0.4147358407345853,1.154852269231811,0.0,0.8210859717632757,3.2392521138647115,1.8572848899727952,1.7782785495122273,5.863562233688295,1.4429145459980928,2.3854437350302704,3.167660956234895,4.1148965300207605,1.4207532065475326,2.808822769835322,4.509568788900548,2.3267658493007493,2.4925947069197663,4.78175088817143,5.669764758388509
118 ADP-MPO Trp73 Glut,3.3415744910533283,5.157422918072347,3.935976892396964,1.2797188270932016,2.8840416560823594,3.1851073235407403,1.5028952521005312,3.763520990175822,1.5876391620292836,0.00342549126723717,0.19071984076607174,1.997742069178614,4.273111869012755,1.3235562044283797,1.1412905102548214,5.777255886498241,2.4938361723383684,0.09273419387336972,6.619044626313171,5.370207771189746,3.841718825443216,0.5612566885740861,1.560123325645298,0.0,0.9827163619794945,3.6962845679344625,2.2133965116926935,1.9777133064470191,6.046698946287965,1.866630539901253,2.4657712484943097,3.463293049825185,4.343899663956626,1.4637203929663778,3.53843347672401,4.402796484362418,2.6658908825764236,2.9665564618546743,5.202931325474958,6.04103591738791
